slurm-9336936.out:DATA, 1, (null), 0.232000
slurm-9336943.out:DATA, 1, 1, 0.287000
slurm-9336944.out:DATA, 1, 2, 0.286000
slurm-9336945.out:DATA, 1, 4, 0.353000
slurm-9336946.out:DATA, 1, 8, 0.382000
slurm-9336947.out:DATA, 1, 16, 0.296000
//a
