slurm-7371938.out:DATA, 1, 1, 0.652000
slurm-7371939.out:DATA, 1, 2, 0.643000
slurm-7371940.out:DATA, 1, 4, 0.640000
slurm-7371941.out:DATA, 1, 8, 0.653000
slurm-7371942.out:DATA, 1, 16, 0.265000
