slurm-3401688.out:DATA, 1, 1, 0.310000
slurm-3401689.out:DATA, 1, 2, 0.310000
slurm-3401690.out:DATA, 1, 4, 0.316000
slurm-3401691.out:DATA, 1, 8, 0.316000
slurm-3401692.out:DATA, 1, 16, 0.249000
//a
